"County","State","Outbreak Date","Area Id","Flock Type","Flock Size"
"Spink","South Dakota","12-05-2023","Spink 10","Commercial Turkey Meat Bird","26600"
"Sonoma","California","12-06-2023","Sonoma 05","Commercial Table Egg Layer","232000"
"Becker","Minnesota","12-06-2023","Becker 07","Commercial Breeder Operation","20600"
"Todd","Minnesota","12-06-2023","Todd 09","Commercial Turkey Meat Bird","64000"
"Bon Homme","South Dakota","12-06-2023","Bon Homme 03","Commercial Turkey Meat Bird","47600"
"Hamlin","South Dakota","12-06-2023","Hamlin 05","Commercial Turkey Meat Bird","56200"
"Carroll","Arkansas","12-07-2023","Carroll 02","Commercial Turkey Meat Bird","33300"
"Sonoma","California","12-07-2023","Sonoma 06","Commercial Duck Meat Bird","4900"
"Stanislaus","California","12-07-2023","Stanislaus 05","Commercial Broiler Production","258600"
"Montmorency","Michigan","12-07-2023","Montmorency 01","WOAH Poultry","100"
"Darke","Ohio","12-07-2023","Darke 02","Commercial Turkey Meat Bird","15200"
"Hardin","Ohio","12-07-2023","Hardin 01","Commercial Table Egg Layer","2613600"
"Orleans","Vermont","12-07-2023","Orleans 01","WOAH Non-Poultry","40"
"Mills","Iowa","12-08-2023","Mills 01","WOAH Non-Poultry","10"
"Barton","Kansas","12-08-2023","Barton 01","WOAH Non-Poultry","30"
"Charles Mix","South Dakota","12-08-2023","Charles Mix 08","Commercial Turkey Meat Bird","32400"
"Barron","Wisconsin","12-08-2023","Barron 09","Commercial Turkey Meat Bird","70000"
"Olmsted","Minnesota","12-11-2023","Olmsted 01","Commercial Turkey Breeder Hens","14400"
"Etowah","Alabama","12-12-2023","Etowah 01","WOAH Non-Poultry","80"
"St. Louis","Missouri","12-12-2023","Saint Louis 01","WOAH Non-Poultry","20"
"Dutchess","New York","12-12-2023","Dutchess 02","WOAH Poultry","4200"
"Lake","South Dakota","12-12-2023","Lake 03","Commercial Turkey Meat Bird","76000"
"Merced","California","12-13-2023","Merced 04","Commercial Broiler Production","183100"
"Merced","California","12-13-2023","Merced 03","Commercial Table Egg Layer","1358600"
"San Joaquin","California","12-13-2023","San Joaquin 04","Commercial Duck Breeder","6000"
"Weld","Colorado","12-13-2023","Weld 10","WOAH Non-Poultry","30"
"Mcpherson","Kansas","12-13-2023","McPherson 02","WOAH Poultry","20000"
"Rice","Kansas","12-13-2023","Rice 01","Commercial Table Egg Layer","700000"
"Scott","Arkansas","12-14-2023","Scott 01","WOAH Non-Poultry","180"
"Darke","Ohio","12-14-2023","Darke 03","Commercial Table Egg Layer","522300"
"Clatsop","Oregon","12-14-2023","Clatsop 01","WOAH Non-Poultry","30"
"Latah","Idaho","12-15-2023","Latah 01","WOAH Poultry","200"
"Waseca","Minnesota","12-15-2023","Waseca 04","WOAH Non-Poultry","90"
"Sonoma","California","12-18-2023","Sonoma 08","Commercial Table Egg Layer","497700"
"Sonoma","California","12-18-2023","Sonoma 07","WOAH Poultry","38100"
"Rice","Kansas","12-18-2023","Rice 02","WOAH Non-Poultry","100"
"Edmunds","South Dakota","12-18-2023","Edmunds 10","Commercial Upland Gamebird Producer","1000"
"Lassen","California","12-19-2023","Lassen 01","WOAH Non-Poultry","90"
"Sonoma","California","12-19-2023","Sonoma 09","Commercial Duck Meat Bird","3600"
"Barton","Kansas","12-19-2023","Barton 02","WOAH Non-Poultry","70"
"Mcpherson","Kansas","12-19-2023","McPherson 03","WOAH Poultry","20000"
"Rice","Kansas","12-19-2023","Rice 03","Commercial Table Egg Layer","800000"
"Muskegon","Michigan","12-19-2023","Muskegon 02","Commercial Turkey Meat Bird","47900"
"King","Washington","12-19-2023","King 09","WOAH Poultry","90"
"Merced","California","12-20-2023","Merced 05","Commercial Table Egg Layer","243300"
"Merced","California","12-20-2023","Merced 06","Commercial Turkey Meat Bird","73700"
"Mahaska","Iowa","12-20-2023","Mahaska 01","WOAH Non-Poultry","30"
"Benton","Oregon","12-20-2023","Benton 01","WOAH Non-Poultry","50"
"Charles Mix","South Dakota","12-20-2023","Charles Mix 09","Commercial Upland Gamebird Producer","50"
"Dodge","Nebraska","12-21-2023","Dodge 01","WOAH Non-Poultry","40"
"Edmunds","South Dakota","12-21-2023","Edmunds 11","Commercial Upland Gamebird Producer","3800"
"Merced","California","12-26-2023","Merced 07","Commercial Table Egg Layer","709000"
"Muskegon","Michigan","12-27-2023","Muskegon 03","Commercial Turkey Meat Bird","31500"
"Todd","Minnesota","12-27-2023","Todd 10","Commercial Turkey Meat Bird","78800"
"Hardin","Ohio","12-27-2023","Hardin 02","Commercial Table Egg Pullets","1363900"
"Garfield","Oklahoma","12-27-2023","Garfield 01","WOAH Non-Poultry","30"
"Northumberland","Pennsylvania","12-27-2023","Northumberland 02","Commercial Raised for Release Upland Game Bird","98300"
"Marin","California","12-28-2023","Marin 01","Commercial Table Egg Pullets","151000"
"Sonoma","California","12-28-2023","Sonoma 10","Commercial Table Egg Layer","52400"
"Sonoma","California","12-28-2023","Sonoma 11","Commercial Table Egg Layer","37300"
"Audrain","Missouri","12-28-2023","Audrain 01","WOAH Poultry","330"
"Missoula","Montana","12-28-2023","Missoula 03","WOAH Non-Poultry","6"
"Mcintosh","North Dakota","12-29-2023","McIntosh 03","WOAH Non-Poultry","110"
"Carson","Texas","12-29-2023","Carson 01","WOAH Non-Poultry","30"
"Edmunds","South Dakota","12-30-2023","Edmunds 12","Commercial Upland Gamebird Producer","1400"
"Merced","California","01-03-2024","Merced 09","Commercial Broiler Production","534800"
"Merced","California","01-03-2024","Merced 08","Commercial Table Egg Layer","764300"
"Sonoma","California","01-03-2024","Sonoma 12","Commercial Broiler Production","77900"
"Rice","Kansas","01-04-2024","Rice 04","Commercial Table Egg Pullets","240000"
"Washburn","Wisconsin","01-05-2024","Washburn 01","Commercial Turkey Meat Bird","41000"
"Merced","California","01-08-2024","Merced 10","WOAH Non-Poultry","30"
"Sacramento","California","01-08-2024","Sacramento 04","WOAH Non-Poultry","30"
"Arapahoe","Colorado","01-08-2024","Arapahoe 02","WOAH Non-Poultry","20"
"Mitchell","Kansas","01-10-2024","Mitchell 05","Commercial Upland Gamebird Producer","32000"
"Mitchell","Kansas","01-10-2024","Mitchell 06","Commercial Upland Gamebird Producer","3700"
"York","Maine","01-10-2024","York 03","WOAH Non-Poultry","60"
"Sherburne","Minnesota","01-10-2024","Sherburne 01","WOAH Non-Poultry","10"
"Mitchell","Kansas","01-11-2024","Mitchell 08","Commercial Raised for Release Upland Game Bird","1400"
"Mitchell","Kansas","01-16-2024","Mitchell 07","WOAH Poultry","220"
"Barnstable","Massachusetts","01-16-2024","Barnstable 01","WOAH Non-Poultry","150"
"Cascade","Montana","01-16-2024","Cascade 03","WOAH Non-Poultry","50"
"Spink","South Dakota","01-16-2024","Spink 11","Commercial Raised for Release Upland Game Bird","1900"
"Horry","South Carolina","01-17-2024","Horry 01","WOAH Non-Poultry","190"
"Merced","California","01-18-2024","Merced 11","Commercial Table Egg Pullets","285600"
"Mitchell","Kansas","01-22-2024","Mitchell 09","Commercial Upland Gamebird Producer","5800"
"Orangeburg","South Carolina","01-22-2024","Orangeburg 01","WOAH Non-Poultry","40"
"Edmunds","South Dakota","01-23-2024","Edmunds 13","Commercial Upland Gamebird Producer","22200"
"Daviess","Indiana","01-25-2024","Daviess 02","Commercial Turkey Meat Bird","13100"
"Kennebec","Maine","01-25-2024","Kennebec 02","WOAH Non-Poultry","40"
"De Soto","Florida","01-26-2024","DeSoto 01","WOAH Non-Poultry","660"
"Placer","California","01-31-2024","Placer 02","WOAH Non-Poultry","20"
"Essex","Massachusetts","02-06-2024","Essex 01","WOAH Non-Poultry","20"
"Gage","Nebraska","02-06-2024","Gage 01","Commercial Broiler Production","102000"
"Wayne","Pennsylvania","02-06-2024","Wayne 01","WOAH Non-Poultry","360"
"Delta","Colorado","02-08-2024","Delta 01","Commercial Broiler Breeder","66500"
"Miami-dade","Florida","02-08-2024","Miami-Dade 02","Live Bird Market","1500"
"Owyhee","Idaho","02-08-2024","Owyhee 01","WOAH Non-Poultry","9"
"Lenoir","North Carolina","02-09-2024","Lenoir 01","Commercial Turkey Meat Bird","32400"
"Twin Falls","Idaho","02-12-2024","Twin Falls 02","WOAH Non-Poultry","20"
"Schuylkill","Pennsylvania","02-12-2024","Schuylkill 01","WOAH Non-Poultry","30"
"Kanawha","West Virginia","02-16-2024","Kanawha 01","WOAH Non-Poultry","250"
"Duplin","North Carolina","02-20-2024","Duplin 01","Commercial Turkey Meat Bird","20900"
"Dallas","Missouri","02-21-2024","Dallas 01","Commercial Turkey Meat Bird","28500"
"Dallas","Missouri","02-21-2024","Dallas 02","Commercial Turkey Meat Bird","31000"
"Dallas","Missouri","02-21-2024","Dallas 03","Commercial Turkey Meat Bird","12300"
"Franklin","Ohio","02-21-2024","Franklin 02","WOAH Non-Poultry","10"
"Charles","Maryland","02-22-2024","Charles 01","WOAH Non-Poultry","30"
"Allen","Indiana","02-23-2024","Allen 04","WOAH Non-Poultry","50"
"Dallas","Missouri","02-23-2024","Dallas 04","WOAH Poultry","20300"
"Onondaga","New York","02-23-2024","Onondaga 01","WOAH Non-Poultry","10"
"Monroe","New York","02-26-2024","Monroe 02","WOAH Non-Poultry","20"
"Stevens","Minnesota","02-27-2024","Stevens 01","WOAH Non-Poultry","20"
"Mahoning","Ohio","02-27-2024","Mahoning 01","WOAH Non-Poultry","140"
"Essex","Massachusetts","03-07-2024","Essex 02","WOAH Poultry","70"
"Clay","Minnesota","03-11-2024","Clay 02","WOAH Non-Poultry","80"
"Moore","Texas","03-11-2024","Moore 01","WOAH Non-Poultry","280"
"Hutchinson","South Dakota","03-12-2024","Hutchinson 04","Commercial Turkey Meat Bird","31200"
"Klamath","Oregon","03-14-2024","Klamath 02","WOAH Non-Poultry","10"
"Knox","Maine","03-18-2024","Knox 05","WOAH Non-Poultry","40"
"Deaf Smith","Texas","03-20-2024","Deaf Smith 01","WOAH Non-Poultry","50"
"Guilford","North Carolina","03-28-2024","Guilford 01","WOAH Non-Poultry","80"
"Ionia","Michigan","04-02-2024","Ionia 01","Commercial Table Egg Layer","1928500"
"Parmer","Texas","04-02-2024","Parmer 01","Commercial Table Egg Layer","1894100"
"Ionia","Michigan","04-09-2024","Ionia 02","Commercial Table Egg Layer","2147500"
"Grant","Kansas","04-10-2024","Grant 01","WOAH Poultry","17700"
"Meeker","Minnesota","04-11-2024","Meeker 13","Commercial Turkey Meat Bird","68500"
"Roosevelt","New Mexico","04-12-2024","Roosevelt 01","Commercial Breeder (Multiple Bird Species)","61500"
"Miami-dade","Florida","04-15-2024","Miami-Dade 03","Live Bird Market","90"
"Roosevelt","New Mexico","04-15-2024","Roosevelt 02","Commercial Breeder (Multiple Bird Species)","15900"
"Ionia","Michigan","04-16-2024","Ionia 03","Commercial Table Egg Layer","2422700"
"Newaygo","Michigan","04-17-2024","Newaygo 01","Commercial Turkey Meat Bird","67200"
"Roosevelt","New Mexico","04-17-2024","Roosevelt 03","Commercial Breeder (Multiple Bird Species)","51800"
"Ottawa","Michigan","04-24-2024","Ottawa 01","Commercial Turkey Meat Bird","104000"
"Cassia","Idaho","04-25-2024","Cassia 01","WOAH Non-Poultry","40"
"Gratiot","Michigan","04-26-2024","Gratiot 01","Commercial Turkey Meat Bird","27700"
"Clay","Florida","04-30-2024","Clay 01","WOAH Non-Poultry","20"
"Gratiot","Michigan","05-02-2024","Gratiot 02","Commercial Turkey Meat Bird","26400"
"Dodge","Minnesota","05-02-2024","Dodge 03","Commercial Breeder Operation","14100"
"Cassia","Idaho","05-06-2024","Cassia 02","WOAH Non-Poultry","600"
"San Francisco","California","05-09-2024","San Francisco 01","Live Bird Market","700"
"Jerome","Idaho","05-10-2024","Jerome 02","WOAH Non-Poultry","20"
"Jerome","Idaho","05-10-2024","Jerome 01","WOAH Poultry","1100"
"Ionia","Michigan","05-10-2024","Ionia 04","WOAH Non-Poultry","90"
"Jerome","Idaho","05-20-2024","Jerome 03","WOAH Poultry","80"
"Meeker","Minnesota","05-21-2024","Meeker 15","Commercial Table Egg Layer","1368800"
"Morrison","Minnesota","05-21-2024","Morrison 14","Commercial Turkey Meat Bird","51900"
"Stearns","Minnesota","05-21-2024","Stearns 19","Commercial Turkey Breeder Hens","6800"
"Stearns","Minnesota","05-21-2024","Stearns 17","Commercial Turkey Meat Bird","17100"
"Stearns","Minnesota","05-21-2024","Stearns 18","Commercial Turkey Meat Bird","7000"
"Sioux","Iowa","05-28-2024","Sioux 02","Commercial Table Egg Layer","4287400"
"Stearns","Minnesota","05-29-2024","Stearns 20","Commercial Turkey Meat Bird","32400"
"Stearns","Minnesota","05-31-2024","Stearns 21","Commercial Turkey Meat Bird","43000"
"Richland","South Carolina","05-31-2024","Richland 01","WOAH Non-Poultry","30"
"Cherokee","Iowa","06-03-2024","Cherokee 04","Commercial Turkey Meat Bird","100000"
"Jerome","Idaho","06-10-2024","Jerome 04","WOAH Non-Poultry","30"
"Lyon","Minnesota","06-12-2024","Lyon 02","Commercial Turkey Meat Bird","89500"
"Stearns","Minnesota","06-13-2024","Stearns 22","Commercial Turkey Meat Bird","32900"
"Pipestone","Minnesota","06-18-2024","Pipestone 01","Commercial Turkey Meat Bird","70800"
"Swift","Minnesota","06-18-2024","Swift 08","Commercial Turkey Meat Bird","113600"
"Sac","Iowa","06-21-2024","Sac 04","Commercial Turkey Meat Bird","46100"
"Stearns","Minnesota","06-24-2024","Stearns 23","WOAH Non-Poultry","310"
"Larimer","Colorado","06-26-2024","Larimer 04","WOAH Non-Poultry","10"
"Morgan","Colorado","06-27-2024","Morgan 02","WOAH Non-Poultry","40"
"Otter Tail","Minnesota","06-27-2024","Otter Tail 12","Commercial Turkey Meat Bird","67400"
"Swift","Minnesota","06-27-2024","Swift 09","Commercial Turkey Meat Bird","25300"
"Weld","Colorado","07-08-2024","Weld 11","Commercial Table Egg Layer","1790800"
"Kandiyohi","Minnesota","07-09-2024","Kandiyohi 15","Commercial Turkey Breeder Hens","21900"
"Kandiyohi","Minnesota","07-09-2024","Kandiyohi 14","Commercial Turkey Breeder Toms","4200"
"Renville","Minnesota","07-09-2024","Renville 02","Commercial Turkey Breeder Hens","15400"
"Twin Falls","Idaho","07-11-2024","Twin Falls 03","WOAH Non-Poultry","30"
"Weld","Colorado","07-16-2024","Weld 12","Commercial Table Egg Layer","1313800"
"Weld","Colorado","07-19-2024","Weld 13","Commercial Table Egg Pullets","300800"
"Miami-dade","Florida","07-19-2024","Miami-Dade 04","Live Bird Market","390"
"Miami-dade","Florida","07-19-2024","Miami-Dade 05","Live Bird Market","80"
"Miami-dade","Florida","07-19-2024","Miami-Dade 06","Live Bird Market","320"
"Hendry","Florida","07-24-2024","Hendry 01","WOAH Non-Poultry","5"
"Miami-dade","Florida","08-05-2024","Miami-Dade 07","WOAH Poultry","5400"
"Hillsborough","Florida","08-20-2024","Hillsborough 05","Live Bird Market","880"
"Merced","California","09-18-2024","Merced 12","Commercial Turkey Meat Bird","64800"
"Orange","Florida","09-18-2024","Orange 01","Live Bird Market","2500"
"Lincoln","Idaho","09-27-2024","Lincoln 01","WOAH Poultry","700"
"Canyon","Idaho","10-03-2024","Canyon 13","WOAH Poultry","100"
"Miami-dade","Florida","10-07-2024","Miami-Dade 08","Live Bird Sales  (non-slaughter)","70"
"Cache","Utah","10-15-2024","Cache 04","Commercial Table Egg Layer","1852900"
"Franklin","Washington","10-15-2024","Franklin 02","Commercial Table Egg Layer","839700"
"Tulare","California","10-16-2024","Tulare 01","Commercial Broiler Production","786600"
"Kitsap","Washington","10-17-2024","Kitsap 03","WOAH Non-Poultry","60"
"Clackamas","Oregon","10-23-2024","Clackamas 03","Commercial Table Egg Layer","150000"
"Tulare","California","10-24-2024","Tulare 02","Commercial Broiler Production","6000"
"Crook","Oregon","10-25-2024","Crook 01","WOAH Non-Poultry","180"
"Lewis","Washington","10-25-2024","Lewis 01","WOAH Non-Poultry","60"
"Kings","California","10-29-2024","Kings 01","Commercial Broiler Production","104500"
"Kings","California","10-29-2024","Kings 02","Commercial Broiler Production","305500"
"Tulare","California","10-29-2024","Tulare 03","WOAH Non-Poultry","10"
"Fresno","California","10-30-2024","Fresno 09","Commercial Broiler Production","204600"
"Kings","California","10-30-2024","Kings 03","Commercial Broiler Production","117200"
"Venango","Pennsylvania","10-30-2024","Venango 01","WOAH Non-Poultry","20"
"Flathead","Montana","11-01-2024","Flathead 04","WOAH Non-Poultry","40"
"Jackson","Oregon","11-01-2024","Jackson 01","WOAH Non-Poultry","60"
"Okanogan","Washington","11-01-2024","Okanogan 02","WOAH Non-Poultry","20"
"Stevens","Washington","11-01-2024","Stevens 01","WOAH Non-Poultry","130"
"Sacramento","California","11-02-2024","Sacramento 05","Commercial Turkey Meat Bird","48300"
"Sonoma","California","11-02-2024","Sonoma 13","WOAH Non-Poultry","30"
"Snohomish","Washington","11-07-2024","Snohomish 10","WOAH Non-Poultry","170"
"Fresno","California","11-12-2024","Fresno 11","Commercial Broiler Production","237700"
"Fresno","California","11-12-2024","Fresno 12","Commercial Turkey Meat Bird","34800"
"Kern","California","11-12-2024","Kern 01","Commercial Table Egg Layer","2155100"
"Tulare","California","11-12-2024","Tulare 04","WOAH Non-Poultry","120"
"Missoula","Montana","11-12-2024","Missoula 04","WOAH Poultry","280"
"Piute","Utah","11-12-2024","Piute 01","Commercial Turkey Meat Bird","37500"
"Pinal","Arizona","11-13-2024","Pinal 01","Commercial Table Egg Layer","829200"
"Malheur","Oregon","11-13-2024","Malheur 01","WOAH Non-Poultry","8"
"Fresno","California","11-14-2024","Fresno 16","Commercial Broiler Production","259000"
"Fresno","California","11-14-2024","Fresno 13","Commercial Turkey Meat Bird","17700"
"Fresno","California","11-14-2024","Fresno 14","Commercial Turkey Meat Bird","17500"
"Fresno","California","11-14-2024","Fresno 15","Commercial Turkey Meat Bird","39600"
"Kings","California","11-14-2024","Kings 05","Commercial Broiler Production","279300"
"Kings","California","11-14-2024","Kings 06","Commercial Broiler Production","53300"
"Kings","California","11-14-2024","Kings 07","WOAH Non-Poultry","8"
"Merced","California","11-14-2024","Merced 13","Commercial Turkey Meat Bird","53200"
"San Joaquin","California","11-14-2024","San Joaquin 05","Commercial Broiler Production","29100"
"Weld","Colorado","11-14-2024","Weld 14","WOAH Non-Poultry","80"
"Stanislaus","California","11-15-2024","Stanislaus 06","Commercial Turkey Meat Bird","21500"
"Honolulu","Hawaii","11-15-2024","Honolulu 01","WOAH Non-Poultry","70"
"Piute","Utah","11-15-2024","Piute 02","Commercial Turkey Meat Bird","35000"
"Honolulu","Hawaii","11-18-2024","Honolulu 02","WOAH Non-Poultry","9"
"Martin","Minnesota","11-18-2024","Martin 01","WOAH Non-Poultry","40"
"Martin","Minnesota","11-18-2024","Martin 02","WOAH Non-Poultry","30"
"Fresno","California","11-19-2024","Fresno 17","Commercial Broiler Production","172800"
"Merced","California","11-19-2024","Merced 14","Commercial Turkey Meat Bird","38200"
"Henry","Illinois","11-19-2024","Henry 01","WOAH Poultry","5600"
"Lake","South Dakota","11-19-2024","Lake 04","WOAH Non-Poultry","20"
"Whatcom","Washington","11-19-2024","Whatcom 02","WOAH Non-Poultry","40"
"Matanuska Susitna","Alaska","11-20-2024","Matanuska-Susitna 09","WOAH Non-Poultry","40"
"Kern","California","11-20-2024","Kern 02","Commercial Table Egg Layer","1022400"
"Marin","California","11-20-2024","Marin 02","Commercial Duck Meat Bird","6500"
"Maricopa","Arizona","11-21-2024","Maricopa 01","WOAH Non-Poultry","490"
"Madera","California","11-21-2024","Madera 01","WOAH Non-Poultry","10"
"Tulare","California","11-21-2024","Tulare 05","Commercial Duck Meat Bird","96900"
"Lemhi","Idaho","11-21-2024","Lemhi 01","WOAH Non-Poultry","20"
"Roger Mills","Oklahoma","11-21-2024","Roger Mills 01","WOAH Non-Poultry","40"
"Piute","Utah","11-21-2024","Piute 03","Commercial Turkey Meat Bird","35500"
"Salt Lake","Utah","11-21-2024","Salt Lake 04","WOAH Non-Poultry","30"
"Merced","California","11-22-2024","Merced 15","Commercial Table Egg Pullets","538600"
"Mchenry","North Dakota","11-22-2024","McHenry 02","WOAH Poultry","80"
"Meeker","Minnesota","11-25-2024","Meeker 16","Commercial Turkey Meat Bird","30500"
"Matanuska Susitna","Alaska","11-26-2024","Matanuska-Susitna 10","WOAH Non-Poultry","70"
"Meeker","Minnesota","11-27-2024","Meeker 17","Commercial Turkey Meat Bird","24700"
"Ransom","North Dakota","11-27-2024","Ransom 02","Commercial Turkey Meat Bird","59500"
"Union","Oregon","11-27-2024","Union 03","WOAH Non-Poultry","30"
"Beadle","South Dakota","11-27-2024","Beadle 13","Commercial Turkey Meat Bird","41100"
"Faulk","South Dakota","11-27-2024","Faulk 04","Commercial Turkey Meat Bird","56000"
"Sanpete","Utah","11-27-2024","Sanpete 21","Commercial Turkey Meat Bird","51800"
"Fresno","California","11-29-2024","Fresno 19","Commercial Broiler Production","266400"
"Fresno","California","11-29-2024","Fresno 18","Commercial Duck Breeder","23100"
"Merced","California","11-29-2024","Merced 16","Commercial Turkey Meat Bird","25200"
"Tulare","California","11-29-2024","Tulare 06","Commercial Duck Breeder","26500"
"Meeker","Minnesota","11-29-2024","Meeker 18","Commercial Turkey Meat Bird","223800"
"Gibson","Tennessee","11-29-2024","Gibson 01","Commercial Broiler Breeder","37700"
"Bottineau","North Dakota","12-02-2024","Bottineau 02","WOAH Poultry","30"
"Fresno","California","12-03-2024","Fresno 10","Commercial Broiler Production","237100"
"Douglas","Kansas","12-03-2024","Douglas 01","WOAH Non-Poultry","100"
"Adair","Oklahoma","12-03-2024","Adair 01","Commercial Broiler Breeder","63700"
"Mcpherson","South Dakota","12-03-2024","McPherson 11","Commercial Turkey Meat Bird","78200"
"Spink","South Dakota","12-03-2024","Spink 12","Commercial Turkey Meat Bird","41400"
"Utah","Utah","12-03-2024","Utah 04","WOAH Non-Poultry","30"
"Riverside","California","12-04-2024","Riverside 01","WOAH Non-Poultry","70"
"Sacramento","California","12-04-2024","Sacramento 06","Commercial Turkey Meat Bird","61200"
"Stanislaus","California","12-04-2024","Stanislaus 08","Commercial Table Egg Layer","720800"
"Stanislaus","California","12-04-2024","Stanislaus 07","Commercial Turkey Meat Bird","23100"
"Stanislaus","California","12-04-2024","Stanislaus 09","Commercial Turkey Meat Bird","57700"
"Charles Mix","South Dakota","12-04-2024","Charles Mix 10","Commercial Turkey Meat Bird","65200"
"Merced","California","12-05-2024","Merced 17","Commercial Table Egg Layer","1723800"
"Merced","California","12-05-2024","Merced 19","Commercial Table Egg Layer","793700"
"Merced","California","12-05-2024","Merced 20","Commercial Table Egg Layer","306100"
"San Joaquin","California","12-05-2024","San Joaquin 06","Commercial Duck Meat Bird","13000"
"Stanislaus","California","12-06-2024","Stanislaus 10","WOAH Poultry","44100"
"Pitkin","Colorado","12-06-2024","Pitkin 02","WOAH Non-Poultry","50"
"Sioux","Iowa","12-06-2024","Sioux 03","Commercial Table Egg Layer","4200000"
"Nemaha","Nebraska","12-06-2024","Nemaha 01","Commercial Turkey Breeder Hens","12400"
"Washakie","Wyoming","12-06-2024","Washakie 01","WOAH Non-Poultry","20"
"Lafayette","Arkansas","12-09-2024","Lafayette 01","WOAH Non-Poultry","40"
"Kern","California","12-09-2024","Kern 03","WOAH Poultry","45400"
"Beadle","South Dakota","12-09-2024","Beadle 14","Commercial Turkey Meat Bird","50600"
"Hutchinson","South Dakota","12-09-2024","Hutchinson 05","Commercial Turkey Meat Bird","42800"
"Stanislaus","California","12-10-2024","Stanislaus 11","Commercial Duck Breeder","82600"
"Tulare","California","12-10-2024","Tulare 08","Commercial Broiler Production","330200"
"La Plata","Colorado","12-10-2024","La Plata 04","WOAH Non-Poultry","20"
"Franklin","Idaho","12-10-2024","Franklin 01","WOAH Non-Poultry","40"
"Jefferson","Idaho","12-10-2024","Jefferson 01","WOAH Non-Poultry","60"
"Jewell","Kansas","12-10-2024","Jewell 01","WOAH Non-Poultry","40"
"Cedar","Missouri","12-10-2024","Cedar 01","WOAH Non-Poultry","20"
"Daviess","Missouri","12-10-2024","Daviess 01","WOAH Poultry","19900"
"Beadle","South Dakota","12-10-2024","Beadle 15","Commercial Turkey Meat Bird","52200"
"Charles Mix","South Dakota","12-10-2024","Charles Mix 11","Commercial Turkey Meat Bird","32400"
"Moody","South Dakota","12-10-2024","Moody 02","Commercial Turkey Meat Bird","46700"
"Palo Alto","Iowa","12-11-2024","Palo Alto 01","Commercial Turkey Meat Bird","31100"
"Sioux","Iowa","12-11-2024","Sioux 04","Commercial Table Egg Layer","1575700"
"Dodge","Nebraska","12-11-2024","Dodge 02","WOAH Non-Poultry","10"
"Adair","Oklahoma","12-11-2024","Adair 02","WOAH Poultry","40000"
"Brule","South Dakota","12-11-2024","Brule 05","Commercial Turkey Meat Bird","50900"
"Craighead","Arkansas","12-12-2024","Craighead 01","WOAH Non-Poultry","10"
"Pope","Arkansas","12-12-2024","Pope 02","WOAH Non-Poultry","40"
"Sac","Iowa","12-12-2024","Sac 05","Commercial Turkey Meat Bird","45200"
"Kingsbury","South Dakota","12-12-2024","Kingsbury 07","Commercial Turkey Meat Bird","39300"
"Tulare","California","12-13-2024","Tulare 09","Commercial Broiler Production","514500"
"Livingston","Illinois","12-13-2024","Livingston 01","Commercial Turkey Breeder Hens","40500"
"Barron","Wisconsin","12-13-2024","Barron 11","Commercial Turkey Breeder Hens","13200"
"Merced","California","12-14-2024","Merced 18","Commercial Duck Meat Bird","119000"
"Monterey","California","12-14-2024","Monterey 02","Commercial Duck Breeder","13700"
"Tulare","California","12-14-2024","Tulare 07","Commercial Duck Meat Bird","41100"
"Bossier","Louisiana","12-14-2024","Bossier 01","WOAH Non-Poultry","40"
"Merced","California","12-16-2024","Merced 22","Commercial Table Egg Pullets","424700"
"Merced","California","12-16-2024","Merced 21","Commercial Turkey Meat Bird","53100"
"Sarpy","Nebraska","12-16-2024","Sarpy 01","WOAH Non-Poultry","30"
"Stanislaus","California","12-17-2024","Stanislaus 12","Commercial Turkey Meat Bird","33100"
"Lemhi","Idaho","12-17-2024","Lemhi 02","WOAH Non-Poultry","20"
"Lemhi","Idaho","12-17-2024","Lemhi 03","WOAH Non-Poultry","150"
"Monona","Iowa","12-17-2024","Monona 01","WOAH Non-Poultry","30"
"O'brien","Iowa","12-17-2024","O'Brien 01","Commercial Table Egg Layer","351400"
"Sioux","Iowa","12-17-2024","Sioux 05","Commercial Table Egg Layer","428600"
"Worth","Iowa","12-17-2024","Worth 01","Commercial Turkey Meat Bird","19500"
"Lancaster","Nebraska","12-17-2024","Lancaster 01","WOAH Poultry","290"
"Bon Homme","South Dakota","12-17-2024","Bon Homme 04","Commercial Turkey Meat Bird","48700"
"Charles Mix","South Dakota","12-17-2024","Charles Mix 13","Commercial Turkey Meat Bird","74800"
"Charles Mix","South Dakota","12-17-2024","Charles Mix 12","WOAH Poultry","1800"
"Doniphan","Kansas","12-18-2024","Doniphan 02","Commercial Raised for Release Upland Game Bird","5700"
"Rooks","Kansas","12-18-2024","Rooks 01","Commercial Raised for Release Upland Game Bird","5300"
"Jefferson Davis Pari","Louisiana","12-18-2024","Jefferson Davis 01","WOAH Non-Poultry","30"
"Howard","Missouri","12-18-2024","Howard 01","WOAH Non-Poultry","60"
"Nelson","North Dakota","12-18-2024","Nelson 02","WOAH Non-Poultry","60"
"Cullman","Alabama","12-19-2024","Cullman 01","Commercial Broiler Production","116000"
"Pickens","Alabama","12-19-2024","Pickens 01","WOAH Non-Poultry","50"
"Jackson","Arkansas","12-19-2024","Jackson 01","WOAH Non-Poultry","230"
"Stanislaus","California","12-19-2024","Stanislaus 13","Commercial Table Egg Layer","295800"
"Fillmore","Minnesota","12-19-2024","Fillmore 01","Commercial Turkey Meat Bird","28600"
